file,layer,priority,section
apps/api/src/modules/auctions/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/auctions.module.ts,Module Wiring,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/controllers/v1/auctions.controller.ts,HTTP Controller v1,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/controllers/v1/bids.controller.ts,HTTP Controller v1,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/domain/auction-watcher.entity.ts,Domain · Entity,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/domain/auction.entity.ts,Domain · Entity,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/domain/auction.state.ts,Domain · State Machine,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/domain/auctions.events.ts,Domain · Events,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/domain/bid.entity.ts,Domain · Entity,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/create-auction-watcher.dto.ts,DTO (create),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/create-auction.dto.ts,DTO (create),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/create-bid.dto.ts,DTO (create),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/query-auction-watcher.dto.ts,DTO (query),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/query-auction.dto.ts,DTO (query),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/query-bid.dto.ts,DTO (query),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/dto/update-auction.dto.ts,DTO (update),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/events/auctions.publisher.ts,Event Publisher,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/events/handlers/payment-succeeded.handler.ts,Event Handler,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/jobs/close-ended-auctions.job.ts,Background Job,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/jobs/open-scheduled-auctions.job.ts,Background Job,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/jobs/release-losing-emd.job.ts,Background Job,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/policies/auctions.policies.ts,Policies,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/read-models/auction-live.read-model.ts,Read-Model (CQRS read path),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/repositories/auction-watcher.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/repositories/auction.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/repositories/bid.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/services/auction-watcher.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/services/auction.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/auctions/services/bid.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/catalogue/README.md,Module README,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/__tests__/catalogue.e2e-spec.ts,Test · E2E,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/__tests__/category.service.spec.ts,Test · Unit/Integration,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/catalogue.module.ts,Module Wiring,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/controllers/v1/attributes.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/controllers/v1/batches.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/controllers/v1/categories.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/controllers/v1/certificates.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/controllers/v1/products.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/attribute-definition.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/attribute-option.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/attribute-template.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/brand.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/catalogue.events.ts,Domain · Events,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/category-attribute.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/category.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/certificate.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/certificate.state.ts,Domain · State Machine,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/product-batch.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/product.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/domain/regulated-rule.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/create-attribute-definition.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/create-attribute-option.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/create-attribute-template.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/create-category-attribute.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/create-category.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/create-product.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/query-attribute-definition.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/query-attribute-option.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/query-attribute-template.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/query-category-attribute.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/query-category.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/query-product.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/dto/update-category.dto.ts,DTO (update),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/events/catalogue.publisher.ts,Event Publisher,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/jobs/batch-expiry-alerts.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/jobs/certificate-expiry-alerts.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/policies/catalogue.policies.ts,Policies,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/attribute-definition.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/attribute-option.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/attribute-template.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/brand.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/category-attribute.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/category.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/certificate.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/product-batch.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/product.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/repositories/regulated-rule.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/services/attribute-definition.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/services/attribute-option.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/services/attribute-template.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/services/category-attribute.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/catalogue/services/category.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/cms/README.md,Module README,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/__tests__/cms-page.service.spec.ts,Test · Unit/Integration,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/__tests__/cms.e2e-spec.ts,Test · E2E,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/cms.module.ts,Module Wiring,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/controllers/v1/banners.controller.ts,HTTP Controller v1,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/controllers/v1/pages.controller.ts,HTTP Controller v1,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/domain/banner.entity.ts,Domain · Entity,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/domain/cms-page.entity.ts,Domain · Entity,Wave 1 · S,03_api_modules_wave1
apps/api/src/modules/cms/domain/cms-page.state.ts,Domain · State Machine,Wave 1 · S,03_api_modules_wave1
